0.2330 	WARNING 	Movie2 stim could not be imported and won't be available
4.0302 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g20.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0352 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g14.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0394 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g18.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0437 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g5.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  67.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0479 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g10.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0525 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g3.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0569 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g12.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-67.5,  22.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0609 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g13.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 22.5,  22.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0652 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g6.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 22.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0692 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g20.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0740 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g14.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0781 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g18.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0822 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g5.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  67.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0863 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g10.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0912 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g3.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
4.0956 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='crimson', fillColorSpace='named', fillRGB=array([ 220.,   20.,   60.]), interpolate=True, lineColor='white', lineColorSpace='named', lineRGB=array([ 255.,  255.,  255.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([  67.5,  112.5]), size=array([ 10.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
4.0961 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x7f08dd698dd0>: vertices = array([[-0.25,  0.25],
       [ 0.25,  0.25],
       [ 0.25, -0.25],
       [-0.25, -0.25]])
4.0978 	EXP 	Created unnamed Rect = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='black', fillColorSpace='named', fillRGB=array([ 0.,  0.,  0.]), interpolate=True, lineColor='black', lineColorSpace='named', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.0), pos=array([  0.,  90.]), size=array([ 360.,  360.]), units='pix', vertices=ndarray(...), win=Window(...))
4.1043 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=30, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-225., -180.]), rgb=array([ 0.,  0.,  0.]), text=u'Brak zmiany', units='pix', win=Window(...), wrapWidth=500)
4.1087 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=30, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 225., -180.]), rgb=array([ 0.,  0.,  0.]), text=u'Byla zmiana', units='pix', win=Window(...), wrapWidth=500)
4.7437 	DATA 	Keypress: left
4.9938 	DATA 	Keypress: left
5.3772 	DATA 	Keypress: left
8.1101 	EXP 	unnamed TextStim: autoDraw = True
8.1101 	EXP 	unnamed TextStim: autoDraw = True
8.8464 	DATA 	Keypress: left
8.8768 	EXP 	unnamed TextStim: autoDraw = False
8.8768 	EXP 	unnamed TextStim: autoDraw = False
12.3673 	DATA 	Keypress: f7
12.8441 	DATA 	Keypress: left
12.8515 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g6.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-67.5,  22.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8579 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g2.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8640 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g7.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 22.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8702 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g9.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8770 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g24.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8832 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g23.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.8894 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g11.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9584 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g13.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9634 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g12.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9677 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g6.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-67.5,  22.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9717 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g2.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9755 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g7.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 22.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9793 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g9.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 67.5,  67.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9833 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g24.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9872 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g23.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  112.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9910 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g11.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -67.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9950 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g13.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ -22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
12.9990 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='images/all_png/g12.png', interpolate=True, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([  22.5,  157.5]), size=array([ 45.,  45.]), texRes=128, units='pix', win=Window(...))
13.0028 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='crimson', fillColorSpace='named', fillRGB=array([ 220.,   20.,   60.]), interpolate=True, lineColor='white', lineColorSpace='named', lineRGB=array([ 255.,  255.,  255.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 67.5,  67.5]), size=array([ 10.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.0032 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x7f08dd698dd0>: vertices = array([[-0.25,  0.25],
       [ 0.25,  0.25],
       [ 0.25, -0.25],
       [-0.25, -0.25]])
13.0049 	EXP 	Created unnamed Rect = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='black', fillColorSpace='named', fillRGB=array([ 0.,  0.,  0.]), interpolate=True, lineColor='black', lineColorSpace='named', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.0), pos=array([  0.,  90.]), size=array([ 360.,  360.]), units='pix', vertices=ndarray(...), win=Window(...))
13.0095 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=30, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-225., -180.]), rgb=array([ 0.,  0.,  0.]), text=u'Brak zmiany', units='pix', win=Window(...), wrapWidth=500)
13.0138 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=30, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 225., -180.]), rgb=array([ 0.,  0.,  0.]), text=u'Byla zmiana', units='pix', win=Window(...), wrapWidth=500)
13.0143 	CRITICAL 	Experiment finished by user! f7 pressed.
